reporting_status,product,industry,region,strength_in_segment,profit_for_customer,sales_value,profit_perc,joint_bid_portion
Lost,G,OG,Oth,72,1.123,10.9,52,62
Lost,P,Sec,UK,76,0.617,10.9,50,61
Won,Li,Con,UK,46,1.05,11.2,45,56
Lost,C,Ban,UK,59,1.901,7.1,40,100
Lost,P,Sec,Ind,44,1.277,10.8,56,62
Lost,P,Ene,UK,34,1.299,13.3,62,69
Won,G,Ins,UK,58,0.089,9.3,61,53
Lost,L,Ban,Afr,45,1.199,8.6,53,67
Won,G,Oth,Ame,38,0.34,8.8,52,61
Won,G,Sec,UK,32,0.497,9.3,34,70
Lost,G,Tel,Spa,66,0.672,6.9,51,49
Lost,P,Con,UK,53,2.306,8.9,58,40
Won,G,Cap,Oth,41,0.894,7,48,29
Won,Li,Con,UK,46,1.018,8.4,45,100
Won,F,Con,UK,54,0.755,8.1,31,73
Lost,F,Con,UK,54,1.711,9.4,44,58
Won,G,Def,Oth,30,0.143,6.4,54,54
Won,Li,Oth,Oth,64,0.046,4.6,66,70
Won,G,Ins,UK,58,0.62,10.3,40,55
Lost,L,Ban,Afr,45,1.75,7.4,60,100
Won,G,Ban,Afr,52,0.947,8.5,47,65
Lost,L,Def,UK,51,1.15,9.3,55,55
Won,P,Con,UK,53,0.528,11,58,62
Lost,G,Air,UK,56,1.517,8.3,57,49
Won,G,Oth,UK,49,0.331,7.1,62,63
Won,G,Oth,UK,49,0.671,8.3,43,49
Won,G,Ban,UK,61,0.485,4.7,50,64
Lost,L,Ban,Afr,45,1.093,10,64,35
Won,L,Cap,UK,40,0.99,9.7,38,77
Won,G,Ins,UK,58,0.436,9.1,35,46
Won,Lo,Mob,UK,35,1.08,7.3,34,61
Lost,G,Cap,UK,48,1.135,7.6,51,61
Won,L,Ene,UK,42,1.11,8.5,39,40
Lost,L,Def,UK,51,0.647,9,73,48
Lost,G,Ins,UK,58,1.031,5.8,44,49
Lost,G,Air,UK,56,1.379,6.3,53,57
Lost,G,Oth,UK,49,1.218,6.3,58,69
Won,G,Air,UK,56,0.713,10.9,52,55
Lost,G,Def,Ame,50,1.768,10,45,62
Won,Li,Cap,Oth,47,0.769,11.1,24,35
Lost,P,Inf,UK,37,1.863,8.3,55,46
Lost,L,Ene,UK,42,1.111,11.1,52,57
Lost,F,Cap,Oth,57,1.129,10.5,43,47
Won,L,Ban,Afr,45,0.246,6.1,69,67
Won,L,Cap,UK,40,0.646,7.4,43,57
Won,P,Con,UK,53,0.847,11.3,35,70
Won,L,Ene,UK,42,0.893,9.9,37,67
Won,G,Oth,UK,49,-0.073,2.4,58,67
Lost,G,Ban,Afr,52,1.426,8.6,43,59
Won,P,Sec,Ind,44,0.461,14.2,54,55
Won,G,Ins,UK,58,0.652,10.4,38,59
Lost,G,Ins,UK,58,1.739,5.9,42,57
Lost,P,Con,UK,53,1.337,7,50,66
Lost,G,Ban,Sin,65,0.851,7.7,52,68
Won,G,Ban,UK,61,0.316,5.4,56,62
Lost,G,Cap,Oth,41,1.297,7.3,49,57
Lost,G,Hea,UK,67,0.953,7.6,55,67
Lost,Li,Cap,Oth,47,1.56,9.3,50,56
Lost,G,Def,Ame,50,1.503,7.3,61,70
Lost,G,Ins,UK,58,0.556,7.7,64,69
Lost,G,Air,UK,56,0.795,6,68,63
Won,G,Ban,Afr,52,0.754,11.1,46,60
Lost,P,Sec,Ind,44,1.426,5.3,52,50
Lost,F,Con,UK,54,1.696,9.4,67,56
Lost,F,Cap,Oth,57,1.56,6.9,42,56
Lost,Li,Con,UK,46,1.281,8.1,55,52
Lost,G,Tel,Spa,66,1.306,10.6,49,68
Won,G,Oth,Afr,39,1.313,8.6,46,58
Lost,F,Inf,UK,62,2.112,8,37,70
Lost,G,Ban,UK,61,1.602,7.8,62,56
Lost,G,Def,Ame,50,0.972,8.2,62,54
Lost,G,Oth,Ame,38,1.955,7.7,50,61
Won,Lo,Mob,UK,35,0.897,10.6,57,67
Won,G,Def,Afr,25,-0.101,7.3,54,45
Lost,Lo,Gov,UK,36,1.346,10.2,57,44
Lost,Li,Oth,Oth,64,1.671,8.3,52,54
Lost,G,Ban,Sin,65,0.53,5.4,64,62
Won,P,Sec,Ind,44,0.853,6.8,54,55
Won,G,Cap,UK,48,0.058,5.2,46,100
Won,Li,Cap,Oth,47,1.099,6.9,37,72
Lost,F,Con,UK,54,0.617,8.6,61,67
Won,F,Cap,Oth,57,0.33,8.3,49,55
Lost,L,Def,UK,51,1.716,8,50,66
Won,G,Def,Jap,63,0.419,11,57,63
Won,G,Def,Oth,30,0.234,7.3,44,67
Lost,G,Def,Ame,50,1.017,10.1,59,66
Lost,G,Cap,Oth,41,1.127,5.6,52,56
Lost,G,Ban,UK,61,1.01,10.2,54,37
Lost,C,Ban,UK,59,1.217,10.2,45,70
Lost,F,Cap,Oth,57,2.112,11,45,49
Won,P,Sec,Ind,44,0.175,7.2,72,57
Won,F,Cap,Oth,57,0.271,5.8,62,50
Won,P,Inf,UK,37,0.531,9.5,54,44
Lost,G,Cap,UK,48,1.58,7.2,47,64
Won,G,Def,Ame,50,1.096,9.3,42,63
Won,G,Oth,Afr,39,0.688,10.5,63,67
Won,G,Tel,Spa,66,0.548,7.8,55,65
Lost,P,Con,UK,53,1.63,8.2,48,100
Lost,G,Def,Jap,63,1.144,10.4,48,58
Lost,Li,Oth,Oth,64,1.56,5.8,45,62
Lost,G,Ban,Afr,52,1.258,5.7,53,56
Won,Lo,Gov,UK,36,0.821,8.5,61,76
Lost,G,Ban,Ame,43,0.876,6.4,65,43
Lost,Li,Oth,Oth,64,1.388,7.7,29,45
Won,P,Def,Ame,22,1.415,4.6,49,100
Lost,P,Con,UK,53,1.047,6.7,41,40
Won,L,Ban,Afr,45,0.036,9.7,27,53
Lost,F,Cap,Oth,57,0.818,6.3,61,55
Won,Lo,Mob,UK,35,0.443,7.7,31,58
Won,Li,Con,UK,46,0.916,11.6,43,45
Won,Li,Cap,Oth,47,0.758,10.3,44,69
Lost,F,Cap,UK,60,1.45,4.2,43,66
Won,L,Ene,UK,42,0.804,6.7,47,47
Won,G,Ins,UK,58,0.032,8.5,59,64
Lost,P,Sec,Ind,44,1.262,10.7,56,59
Lost,P,Con,UK,53,0.991,8.2,61,42
Won,Li,Con,UK,46,0.685,9.9,47,66
Won,Li,Con,UK,46,0.331,9.7,66,48
Won,L,Cap,UK,40,1.329,8.8,49,100
Lost,F,Inf,UK,62,0.776,9.6,58,67
Won,G,Ban,Ame,43,0.95,7.2,45,56
Won,G,Air,UK,56,1.285,6.4,33,54
Won,Li,Def,UK,20,0.903,8.6,46,56
Won,P,Inf,UK,37,1.542,8.2,35,63
Lost,Li,Con,UK,46,1.637,8.4,51,53
Lost,G,Ban,Ame,43,1.389,10.3,50,54
Lost,G,Oth,UK,49,1.409,9.2,44,55
Lost,L,Cap,UK,40,1.439,9.6,47,49
Lost,L,Cli,UK,78,1.202,6.3,41,60
Won,L,Ban,Afr,45,0.721,6.3,56,100
Lost,G,Cap,UK,48,2.112,7,50,50
Lost,G,Oth,UK,49,1.9,11.8,60,55
Lost,F,Con,UK,54,1.578,4.9,56,60
Lost,G,Ban,Afr,52,1.198,4.6,55,100
Won,Lo,Gov,UK,36,0.085,11,47,67
Lost,L,Def,UK,51,1.814,6.8,58,69
Won,F,Ins,UK,31,0.621,6,68,56
Lost,F,Con,UK,54,0.724,8,64,59
Lost,G,Oth,Oth,69,1.059,6.5,51,69
Won,G,Sec,UK,32,0.212,8.7,46,61
Lost,G,Ban,Sin,65,1.637,8.6,68,68
Lost,F,Con,UK,54,0.907,10.7,58,57
Won,G,Def,Ame,50,0.54,10.1,49,62
Lost,P,Sec,Ind,44,1.43,7.5,47,65
Won,G,Def,Ame,50,0.636,9.1,30,74
Lost,P,Ene,UK,34,1.514,7.5,59,59
Won,Lo,Gov,UK,36,1.047,9,60,73
Won,L,Ene,UK,42,0.87,10.9,52,57
Won,Lo,Mob,UK,35,0.977,6.2,42,74
Lost,F,Con,UK,54,0.428,10.3,70,62
Won,Li,Con,UK,46,0.789,5.5,43,62
Won,L,Cap,UK,40,1.203,7.7,49,100
Lost,G,Sec,Sin,73,0.823,7,47,64
Won,G,Ban,Ame,43,0.699,8,40,63
Lost,G,Oth,UK,49,1.081,10.7,54,68
Won,G,Air,UK,56,0.964,7.6,50,72
Lost,G,Air,UK,56,1.712,11.4,65,54
Lost,G,Air,UK,56,0.702,10,56,53
Lost,L,Ban,Afr,45,0.908,8.6,66,60
Won,Li,Con,UK,46,0.705,8.4,38,67
Won,G,Cap,UK,48,1.104,10.6,44,67
Lost,L,Cap,UK,40,1.107,9.6,64,38
Won,G,Cap,Oth,41,0.57,6.4,42,59
Won,F,Cap,Oth,57,1.147,7.2,36,55
Won,G,Ban,Sin,65,0.787,7.9,38,61
Won,G,Oth,Afr,39,1.059,5.5,52,65
Lost,G,Ban,UK,61,1.715,10.7,60,53
Won,Li,Cap,UK,27,0.666,4.5,67,68
Lost,F,Cap,Oth,57,1.435,8.3,57,57
Lost,G,Cap,Oth,41,1.877,7.4,67,45
Lost,P,Inf,UK,37,1.628,10.4,42,58
Lost,G,Def,Jap,63,1.868,7.4,38,57
Won,L,Def,UK,51,0.517,7.3,66,60
Won,G,Ins,UK,58,0.482,9.2,37,58
Won,Li,Cap,UK,27,0.338,14,57,60
Lost,G,Ban,Afr,52,1.522,5.2,54,58
Lost,F,Con,UK,54,1.709,5.2,62,53
Lost,G,Air,UK,56,1.521,10.2,46,64
Won,G,Cap,UK,48,1.114,7.4,42,56
Won,P,Con,UK,53,0.817,10.4,47,75
Won,G,Oth,Oth,69,0.088,3.2,58,54
Won,G,Fin,UK,55,1.276,5.3,28,64
Won,P,OG,Jap,33,0.65,12.3,54,53
Won,G,Fin,UK,55,0.905,3.9,40,100
Lost,G,Cap,Oth,41,1.308,9.5,65,55
Won,G,Oth,Afr,39,0.86,6.1,46,50
Won,G,Def,Afr,25,1.329,10.3,39,59
Won,C,Ban,UK,59,0.92,11.9,43,68
Won,L,Ban,Afr,45,1.388,6.8,31,50
Lost,G,Def,Jap,63,1.029,8.2,70,49
Won,G,Ban,Afr,52,0.701,8.7,30,59
Won,Li,Cap,Oth,47,1.212,8.7,39,73
Lost,L,Ene,UK,42,1.955,6.6,54,47
Won,G,Ban,Ame,43,0.364,9.5,44,49
Lost,L,Ban,Afr,45,0.864,7.6,59,48
Lost,P,Ene,UK,34,1.146,5.1,70,55
Won,F,Cap,Oth,57,0.553,12.2,46,66
Lost,G,Sec,Sin,73,1.03,12.6,67,59
Won,P,Sec,Ame,68,0.277,5.9,48,77
Lost,P,Cli,UK,70,1.307,9.2,58,100
Won,P,Sec,Ind,44,0.659,9.2,39,58
Lost,Li,Oth,Oth,64,1.667,8.9,36,57
Lost,G,Ban,Ame,43,1.344,6.2,62,71
Won,Li,Cap,Oth,47,0.976,4.9,40,61
Lost,G,Fin,UK,55,1.212,8.3,51,76
Won,Li,Con,UK,46,0.773,7.5,53,62
Lost,G,Oth,Oth,69,0.579,10.5,72,68
Lost,P,Mob,Can,29,1.669,9.3,61,74
Won,G,Oth,Oth,69,0.781,4.1,39,56
Lost,P,Mob,Can,29,1.636,7.3,49,56
Won,F,Oth,Oth,18,1.757,7,38,51
Won,F,Ins,UK,31,0.377,9.2,57,63
Won,L,Def,UK,51,0.447,8.8,55,37
Lost,F,Inf,UK,62,1.743,8.1,60,63
Lost,P,Sec,Ind,44,1.955,9,49,63
Won,G,Oth,UK,49,0.39,9.5,34,45
Won,G,Cap,Oth,41,0.955,7.9,27,59
Won,G,Cap,UK,48,0.397,6.7,56,56
Lost,P,Sec,Ind,44,1.257,8.4,65,63
Won,G,Fin,UK,55,0.368,6.8,45,70
Lost,Li,Cap,UK,27,1.615,7.9,55,55
Won,G,Def,Oth,30,1.145,6.3,62,72
Lost,G,Cap,Oth,41,1.066,11,58,57
Won,L,Ene,UK,42,0.616,5.1,44,63
Lost,G,Cap,UK,48,1.281,9.1,49,54
Won,L,Ene,UK,42,0.291,6.8,45,51
Lost,F,Con,UK,54,1.01,6.2,50,56
Won,G,Cap,Oth,41,1.094,6.8,55,74
Won,L,Ban,Afr,45,0.742,8.2,31,66
Won,G,Ban,Afr,52,0.919,5.2,48,71
Lost,F,Cap,Oth,57,0.787,6.2,59,58
Lost,G,Oth,UK,49,2.112,9.6,45,48
Won,G,Ban,Ame,43,-0.198,4.8,40,62
Won,G,Def,Ame,50,1.254,6.6,37,64
Won,G,Agr,Oth,26,1.046,9.7,36,61
Won,G,Fin,UK,55,1.382,9.8,25,69
Won,G,Cap,UK,48,-0.158,5.8,58,59
Won,G,Cap,UK,48,1.172,8.7,46,56
Lost,G,Def,Ame,50,1.048,5.7,48,52
Lost,G,Ban,Ame,43,1.131,10.1,57,64
Lost,G,Def,Ame,50,1.016,7.4,51,56
Won,G,Oth,Afr,39,1.117,11,42,59
Won,L,Cap,UK,40,0.604,7.7,57,56
Lost,L,Cap,UK,40,1.593,6.7,57,60
Won,L,Cap,UK,40,0.267,6.1,59,47
Won,G,Cap,UK,48,0.434,6.8,47,58
Lost,C,Ban,UK,59,1.309,8.1,45,36
Lost,G,Ban,Afr,52,1.383,9.1,43,63
Won,G,Ban,Ame,43,0.613,7.2,62,59
Won,P,Sec,Ame,68,0.678,10.4,31,65
Won,F,Ins,UK,31,0.459,6.1,57,65
Lost,G,Oth,Oth,69,0.906,10.8,58,54
Won,G,Def,Oth,30,1.374,10.4,50,100
Lost,F,Cap,Oth,57,0.901,8.2,55,61
Lost,F,Inf,UK,62,0.402,4.8,70,61
Won,F,Ins,UK,31,1.413,12.5,48,51
Lost,G,Tel,Spa,66,1.114,4.3,58,67
Won,G,Cap,Oth,41,1.288,7.7,43,61
Won,G,Def,Ame,50,0.301,3.9,53,53
Lost,L,Ins,UK,74,1.225,8.3,50,66
Lost,G,Ban,Afr,52,2.306,5.9,39,54
Won,G,Ban,Sin,65,0.23,11,59,61
Won,L,Ene,UK,42,1.203,9.1,46,69
Lost,P,Con,UK,53,0.624,8.7,58,56
Lost,Lo,Cli,UK,79,1.308,7.8,36,53
Won,P,Con,UK,53,0.996,10.3,47,77
Lost,F,Inf,UK,62,0.781,8.1,56,66
Won,G,Def,Ame,50,0.846,7.6,43,54
Won,L,Def,UK,51,0.846,6.3,49,59
Lost,L,Ene,UK,42,0.75,9,63,47
Won,L,Ene,UK,42,0.834,7.6,43,56
Lost,P,Sec,Ind,44,1.329,6.9,60,51
Lost,G,Ban,Sin,65,0.84,6.9,56,75
Won,G,Air,UK,56,0.691,8.1,39,66
Won,G,Air,UK,56,0.922,7,38,65
Lost,G,Cap,Oth,41,1.582,9.3,51,52
Won,G,Cap,Oth,41,0.807,8.5,34,50
Lost,G,Ban,Ame,43,1.315,5,45,47
Won,Li,Cap,UK,27,1.438,6.8,40,77
Lost,Li,Cap,Oth,47,0.932,8.1,68,56
Won,G,Ban,Ame,43,0.583,9.8,59,65
Won,G,Oth,Afr,39,0.428,7.3,56,73
Lost,Li,Oth,Oth,64,0.312,7.6,63,68
Lost,G,Ins,UK,58,1.539,6.4,58,65
Won,P,Inf,UK,37,0.576,9.8,48,57
Lost,Li,Cap,UK,27,1.922,7.4,63,41
Lost,G,Air,UK,56,1.09,7.1,54,58
Won,C,Ban,UK,59,0.376,9,48,52
Lost,Li,Cap,Oth,47,1.635,4.8,54,64
Won,F,Cap,Oth,57,0.468,4.5,44,60
Lost,P,Con,UK,53,1.165,4.3,49,60
Won,G,Def,Ame,50,0.833,8.8,43,59
Won,G,Cap,UK,48,0.447,5.9,56,51
Lost,G,Cap,Oth,41,1.491,8.4,47,71
Lost,G,Ban,Sin,65,1.842,8.8,65,51
Lost,Li,Con,UK,46,1.462,13.1,47,61
Won,F,Cap,Oth,57,0.259,10.6,57,73
Lost,P,Con,UK,53,0.721,10.3,61,48
Won,G,Sec,UK,32,0.802,8.2,60,47
Lost,L,Ene,UK,42,1.738,5.8,37,51
Won,P,Ene,UK,34,-0.561,7.7,38,77
Won,G,Ban,Ame,43,1.225,6.6,47,64
Lost,G,Sec,Sin,73,0.523,5.1,51,57
Won,G,Cap,Oth,41,0.544,5.7,40,75
Won,P,Ene,UK,34,0.189,7.7,33,79
Lost,G,Oth,UK,49,1.792,7.1,66,42
Lost,P,Sec,Ind,44,1.225,7.8,56,61
Won,P,Con,UK,53,0.972,6.8,46,59
Lost,F,Cap,UK,60,1.565,8.8,46,68
Lost,G,Oth,Afr,39,2.112,8.1,61,73
Won,L,Ban,Afr,45,0.811,6.8,60,66
Lost,G,Ins,UK,58,1.716,10.5,55,47
Won,Lo,Mob,UK,35,0.587,7.2,58,54
Won,Lo,Mob,UK,35,0.655,7.1,65,40
Won,Li,Con,UK,46,0.948,10.7,36,62
Lost,G,Def,Ame,50,0.966,5.9,56,49
Won,P,Sec,Ind,44,0.977,10.7,50,67
Won,G,Oth,Ame,38,0.368,8.2,56,68
Won,L,Cap,UK,40,0.471,11.4,34,49
Lost,G,Air,UK,56,1.438,9,61,49
Won,P,OG,Jap,33,0.531,8.9,41,37
Won,G,Ban,Afr,52,0.636,6.6,51,54
Won,F,Cap,Oth,57,0.141,6.9,44,50
Lost,G,Tel,Spa,66,1.84,6.6,51,63
Lost,L,Cap,UK,40,1.39,9.8,53,26
Won,G,Fin,UK,55,0.705,6.7,54,60
Won,L,Ene,UK,42,1.052,7,47,61
Won,G,Oth,Afr,39,0.79,6.5,52,66
Lost,L,Ban,Afr,45,1.216,10.3,60,57
Lost,L,Def,UK,51,1.015,12.7,67,58
Won,P,Con,UK,53,0.778,7.8,35,75
Won,Li,Con,UK,46,1.225,12.6,34,70
Lost,F,Cap,Oth,57,1.456,6.5,50,45
Won,G,Ban,Ame,43,-0.055,9.9,51,49
Won,L,Def,UK,51,0.779,8.5,48,71
Won,G,Sec,UK,32,0.509,7,74,61
Won,G,Ban,Sin,65,0.511,10.4,50,67
Lost,Li,Cap,Oth,47,1.201,2.4,54,58
Lost,P,Sec,Ind,44,0.61,11.2,69,39
Lost,F,Cap,Oth,57,1.882,5.7,56,72
Lost,Lo,Gov,UK,36,1.767,10.4,46,68
Won,F,Cap,Oth,57,0.815,6,51,59
Won,G,Ban,Ame,43,0.787,10.4,50,55
Lost,F,Cap,Oth,57,1.367,7.9,42,56
Won,L,Ene,UK,42,0.52,8.9,61,67
Lost,Li,Cap,Oth,47,1.259,5.9,54,56
Lost,G,Ins,UK,58,1.225,8,57,100
Lost,G,Oth,Oth,69,1.033,8.5,56,51
Lost,P,Ene,UK,34,1.673,6.3,45,58
Lost,G,Cap,UK,48,1.395,6.8,56,39
Lost,F,Con,UK,54,1.742,8.5,54,55
Lost,P,Con,UK,53,0.977,9.6,62,62
Lost,C,Ban,UK,59,1.225,8.1,77,51
Won,F,Cap,Oth,57,0.476,6.9,50,58
Won,F,Cap,Oth,57,0.897,8.1,39,51
Won,L,Cap,UK,40,0.692,5.5,50,55
Lost,G,Def,Ame,50,1.335,8.4,43,50
Won,L,Def,UK,51,0.803,10.4,41,79
Lost,G,Tel,Spa,66,0.521,7.3,65,47
Lost,Li,Con,UK,46,1.924,8.1,60,61
Won,F,Cap,Oth,57,0.576,7.7,34,46
Won,Li,Oth,Oth,64,0.054,10.2,53,60
Lost,P,Sec,Ind,44,1.401,5.3,52,54
Won,L,Def,UK,51,0.431,10,37,74
Lost,G,Ban,Ame,43,1.196,6,53,62
Lost,L,Cli,UK,78,1.646,8.1,50,43
Lost,G,Def,Ame,50,1.289,7.4,52,54
Won,L,Def,UK,51,1.06,6.8,43,64
Lost,F,Cap,UK,60,1.225,7.2,43,57
Won,G,Oth,Ame,38,0.402,7.6,60,44
Lost,G,Def,Ame,50,1.225,9.3,61,66
Won,P,Con,UK,53,0.06,10.9,49,66
Lost,G,Air,UK,56,2.306,11.1,55,62
Won,G,Ban,Ame,43,0.611,7.9,62,48
Won,G,Oth,UK,49,0.366,6.6,49,52
Lost,G,Ban,Ame,43,1.201,6.1,64,60
Won,Li,Con,UK,46,1.068,9.1,47,54
Won,G,Oth,Ame,38,1.199,11.6,47,72
Won,Li,Cap,Oth,47,0.578,10.3,47,69
Lost,F,Inf,UK,62,1.273,5.4,48,55
Won,P,Sec,Ind,44,1.058,10.5,46,59
Lost,P,Con,UK,53,1.58,7.6,67,71
Lost,G,Ban,Sin,65,0.381,8.2,59,59
Won,Li,Cap,Oth,47,0.244,9.3,51,59
Lost,G,Def,Ame,50,0.801,8.8,56,59
Won,Li,Con,UK,46,0.759,7.6,53,68
Won,G,Oth,Ame,38,1.255,6.8,26,69
Lost,G,Ban,UK,61,1.383,12.3,50,55
Lost,G,Fin,UK,55,0.76,9.1,64,59
Lost,G,Ban,UK,61,1.501,11.1,63,75
Lost,Li,Oth,Oth,64,0.86,6.6,59,57
Lost,G,Cap,UK,48,0.773,9.1,56,42
Lost,G,Tel,Spa,66,1.376,9,62,68
Lost,L,Ban,Afr,45,1.177,6.4,50,57
Lost,P,Ene,UK,34,2.306,7.2,57,58
Lost,L,Def,UK,51,2.112,10.6,56,67
Won,P,Mob,Can,29,0.234,6.9,45,61
Lost,F,Cap,UK,60,0.943,8,61,64
Won,P,Ene,UK,34,0.101,9.2,67,61
Lost,G,Ban,Afr,52,1.52,5.6,56,62
Lost,F,Inf,UK,62,1.238,8.8,62,64
Lost,C,Ban,UK,59,1.082,10.4,50,59
Won,G,Cap,Oth,41,0.977,6.4,55,61
Lost,G,Hea,UK,67,1.329,9.7,53,64
Lost,F,Con,UK,54,0.968,12.6,50,66
Won,L,Def,UK,51,-0.055,8.3,42,63
Won,G,Ban,Afr,52,0.507,9,53,64
Won,C,Ban,UK,59,1.166,6.7,39,66
Won,P,Ene,UK,34,0.949,8.8,66,70
Won,G,Ban,UK,61,0.98,9.5,36,62
Won,G,Oth,Ame,38,0.63,3.7,49,63
Lost,G,Ins,UK,58,1.603,6.9,48,65
Lost,G,Ban,Afr,52,1.923,10.8,59,60
Won,L,Def,UK,51,0.309,11,44,58
Lost,Lo,Cli,UK,79,1.194,5.1,51,79
Lost,F,Con,UK,54,0.836,7.8,55,63
Won,P,Sec,Ind,44,0.916,3.7,48,59
Lost,G,Ban,Sin,65,2.306,10.4,56,44
Lost,Li,Oth,Oth,64,1.427,10.9,45,48
Lost,Li,Oth,Oth,64,1.547,8.5,37,38
Won,G,Def,Ame,50,0.431,7.7,51,53
Lost,G,Air,UK,56,1.186,7.7,66,73
Won,G,Fin,UK,55,0.201,10.6,60,65
Lost,G,Def,Ame,50,0.991,8.5,61,45
Won,P,Con,UK,53,1.462,6.7,28,67
Lost,P,Sec,Ind,44,2.306,4.6,51,63
Lost,F,Con,UK,54,0.981,7.3,57,72
Lost,G,Cap,Oth,41,1.415,9.2,54,53
Lost,Li,Oth,Oth,64,1.086,6.2,43,54
Lost,P,Sec,Ind,44,1.034,6.6,70,60
Won,Li,Con,UK,46,0.715,4,42,72
Lost,G,Hea,UK,67,1.433,9.3,33,65
Lost,L,Ene,UK,42,1.749,8.2,58,68
Won,G,Sec,UK,32,0.297,9.8,56,55
Won,L,Ban,Afr,45,0.627,6,62,45
Won,P,Con,UK,53,0.566,8.9,50,66
Lost,G,Oth,UK,49,1.079,11.6,52,63
Won,F,Cap,Oth,57,0.08,13.3,51,56
Lost,F,Cap,Oth,57,2.112,8.6,57,61
Won,G,Oth,UK,49,0.004,5,67,70
Won,G,Oth,Afr,39,0.776,8.9,60,56
Won,G,Cli,UK,23,0.727,11.6,49,53
Won,G,Air,UK,56,0.654,5.2,41,79
Won,L,Ene,UK,42,1.201,4.1,59,100
Lost,Lo,Mob,UK,35,2.112,9.5,61,67
Won,Lo,Cli,UK,79,0.188,11.5,38,52
Lost,G,Ban,Afr,52,0.96,10,61,70
Lost,Li,Cap,Oth,47,1.342,10.9,64,68
Lost,G,Sec,UK,32,2.466,8.2,47,41
Won,Li,Cap,Oth,47,0.856,8.9,49,60
Won,G,Cap,UK,48,0.878,8.2,25,47
Won,G,Oth,UK,49,0.62,11,51,59
Lost,L,Ban,Afr,45,1.753,11.7,51,58
Won,F,Inf,UK,62,1.107,11.3,34,66
Won,G,Oth,Ame,38,0.086,8.7,60,60
Won,G,Ban,Afr,52,0.952,7.2,47,47
Won,Lo,Gov,UK,36,0.84,8.8,62,77
Won,P,Con,UK,53,1.348,9.5,37,74
Lost,G,Def,Ame,50,2.306,5.4,58,46
Lost,L,Ene,UK,42,1.154,5.9,67,41
Lost,G,Oth,Afr,39,1.394,7.3,53,48
Won,L,Ene,UK,42,0.63,8.3,36,42
Won,C,Ban,UK,59,0.834,7.1,56,100
Won,G,Def,Ame,50,1.083,7.3,55,100
Won,G,Cap,Oth,41,0.797,6.6,64,69
Won,G,Ins,UK,58,0.59,10,53,60
Lost,G,Cap,Oth,41,1.29,8.8,67,74
Won,P,Inf,UK,37,0.923,6.7,46,62
Lost,F,Inf,UK,62,1.447,7,59,60
Lost,Li,Oth,Oth,64,1.54,8.1,44,62
Lost,G,Cap,UK,48,1.692,6.7,46,74
Won,G,Oth,UK,49,0.967,10.6,47,59
Lost,G,Cap,UK,48,0.834,8.9,83,67
Lost,L,Def,UK,51,1.504,7.4,55,54
Won,L,Cap,UK,40,0.314,8.9,46,42
Won,L,Ban,Afr,45,0.924,9.5,52,100
Lost,L,Ban,Afr,45,1.188,8.6,43,40
Lost,G,Def,Jap,63,1.943,9.1,30,64
Lost,G,Ins,UK,58,0.715,6.7,73,58
Won,Lo,Gov,UK,36,0.803,8.8,43,69
Lost,F,Cap,Oth,57,1.417,6.9,38,51
Won,G,Cap,Oth,41,0.981,7.6,41,55
Won,L,Def,UK,51,1.532,6.8,21,33
Lost,G,Def,Ame,50,1.259,8.8,58,65
Won,F,Cap,Oth,57,0.689,11.7,45,45
Lost,G,Air,UK,56,1.664,9.1,40,61
Lost,F,Con,UK,54,1.121,8.8,59,55
Lost,F,Cap,Oth,57,0.628,5.9,69,58
Won,G,Oth,Ame,38,0.693,6.6,64,74
Lost,G,Ban,Sin,65,0.613,9.7,48,47
Won,P,Con,UK,53,0.797,9.6,52,61
Won,L,Def,UK,51,0.573,7.4,51,61
Won,F,Ins,UK,31,0.356,11.6,58,71
Lost,Li,Cap,Oth,47,1.011,9.9,53,44
Won,F,Con,UK,54,1.203,8.8,34,52
Lost,F,Cap,UK,60,1.431,6.7,47,54
Lost,F,Con,UK,54,2.306,5.4,49,41
Won,G,Air,UK,56,0.63,12.3,44,72
Won,F,Con,UK,54,0.762,9.1,38,53
Lost,G,Ban,Sin,65,0.848,5.1,56,59
Lost,Li,Cap,Oth,47,1.329,9.8,45,57
Lost,P,Cap,Ame,28,1.434,7.5,60,48
Won,P,Con,UK,53,0.695,5.3,35,51
Won,G,Ban,Ame,43,-0.009,7.2,34,71
Lost,G,Cap,Oth,41,0.886,8.8,73,72
Lost,G,Oth,Oth,69,0.684,8,72,56
Lost,G,Air,UK,56,1.61,7,39,56
Won,F,Con,UK,54,-0.27,9.5,54,62
Lost,C,Ban,UK,59,1.666,6.9,57,65
Won,F,Cap,Oth,57,0.039,11.3,40,54
Lost,F,Cap,Oth,57,1.131,4.5,43,52
Lost,Lo,Mob,UK,35,1.591,4.4,43,60
Lost,Li,Cap,Oth,47,0.816,5.2,60,45
Won,G,Ban,Afr,52,0.575,10,36,56
Lost,G,Def,Ame,50,1.027,7.8,63,56
Lost,Li,Cap,Oth,47,1.368,6,77,62
Lost,F,Cap,UK,60,0.551,9.8,63,42
Won,G,Air,UK,56,0.822,6.6,48,58
Lost,G,Def,Jap,63,0.928,7.4,54,27
Won,P,Cap,UK,71,0.491,9,44,60
Won,F,Cap,Oth,57,0.017,10.2,66,78
Won,L,Ban,Afr,45,0.561,7.3,61,60
